version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 123456789012 eni-e6206e4e04d4f9880 194.165.16.78 10.0.1.243 63862 654 6 1 44 1777489050 1777489051 REJECT OK
2 123456789012 eni-c240636cdec8ffb07 52.94.236.248 10.0.1.25 52691 80 6 4941 4644540 1777474579 1777474605 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 13.32.27.10 10.0.1.60 60613 443 6 2674 3139276 1777467059 1777467113 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.245 10.0.2.228 60522 5432 6 3983 3262077 1777477672 1777477765 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 8.8.4.4 10.0.1.137 46372 443 6 1297 1264575 1777436448 1777436501 ACCEPT OK
2 123456789012 eni-044f15224b680339b 52.94.236.248 10.0.1.39 47262 80 6 488 540216 1777482736 1777482756 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 13.32.27.10 10.0.1.107 46185 443 6 3786 4266822 1777494565 1777494637 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 8.8.8.8 10.0.1.56 42922 443 6 2736 1671696 1777493775 1777493886 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.245 172.16.10.201 47713 443 6 1201 528440 1777502252 1777502341 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 140.82.121.4 10.0.1.79 50741 80 6 3299 1946410 1777451456 1777451499 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 104.18.32.115 10.0.1.124 47882 80 6 2817 2025423 1777487479 1777487573 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 172.16.10.113 13.32.27.10 56393 123 17 2751 629979 1777460549 1777460662 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.210 13.32.27.10 49312 80 6 1262 706720 1777499844 1777499850 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 104.18.32.115 10.0.1.150 54088 80 6 1290 1064250 1777491875 1777491907 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.9 151.101.65.140 56189 5432 6 1881 1376892 1777437681 1777437783 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.184 10.0.2.75 53475 443 6 2891 1867586 1777461227 1777461228 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.63 10.0.1.110 59099 53 17 4254 778482 1777452942 1777453038 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.8.8 10.0.3.109 58959 9000 6 1 57 1777468938 1777468940 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.143 10.0.3.65 0 0 1 2 127 1777444855 1777444856 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.3.202 172.16.10.179 60263 22 6 2265 1150620 1777450078 1777450182 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.35 8.8.8.8 46153 123 17 115 24380 1777448299 1777448339 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.1.155 140.82.121.4 41243 53 17 3880 1094160 1777451682 1777451730 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea - - - - - - - 1777488109 1777488709 - SKIPDATA
2 123456789012 eni-304496ab3037c7613 194.165.16.78 10.0.1.243 45317 503 6 1 44 1777489048 1777489049 REJECT OK
2 123456789012 eni-044f15224b680339b 10.0.2.241 10.0.2.93 58040 22 6 4297 3936052 1777469878 1777469987 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 194.165.16.78 172.16.10.126 55841 735 6 1 44 1777469965 1777469966 REJECT OK
2 123456789012 eni-09599e93d26cfd9ea 104.18.32.115 10.0.1.75 51184 443 6 3529 3712508 1777515056 1777515070 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.36 140.82.121.4 55412 3306 6 2803 1614528 1777439153 1777439220 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.192 140.82.121.4 48618 123 17 2060 284280 1777501500 1777501547 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.10 10.0.3.108 0 0 1 3 152 1777475462 1777475463 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.40 10.0.1.248 44916 123 17 814 140822 1777492376 1777492468 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 140.82.121.4 10.0.2.34 59227 9000 6 1 65 1777481939 1777481944 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.227 10.0.2.185 0 0 1 3 126 1777452162 1777452163 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 13.32.27.10 10.0.1.47 14836 6379 6 1 68 1777508004 1777508005 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.249 151.101.65.140 55128 5432 6 718 674920 1777487818 1777487839 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.86 151.101.1.140 48130 123 17 4856 1209144 1777478403 1777478470 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 52.94.236.248 10.0.1.165 34118 443 6 622 638172 1777466273 1777466393 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.2.69 10.0.3.209 59764 3389 6 3017 2688147 1777434047 1777434138 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 151.101.1.140 10.0.1.28 51710 80 6 2764 1481504 1777466215 1777466240 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 52.94.236.248 10.0.1.166 37873 443 6 4632 2422536 1777481901 1777481905 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.1.72 172.16.10.188 54687 123 17 3276 887796 1777441001 1777441054 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.2.168 10.0.2.226 38165 443 6 2386 1672586 1777514602 1777514679 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 13.32.27.10 10.0.2.63 42603 6379 6 1 80 1777438801 1777438805 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 104.18.32.115 10.0.1.241 51298 443 6 2650 1213700 1777496584 1777496618 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 8.8.8.8 10.0.1.177 51849 443 6 273 127764 1777448658 1777448719 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.229 10.0.2.49 57996 3389 6 2528 1478880 1777498053 1777498080 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 172.16.10.78 10.0.3.21 0 0 1 3 236 1777503655 1777503656 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.3.99 151.101.65.140 59069 443 6 2087 1917953 1777447525 1777447562 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 8.8.8.8 10.0.1.2 35413 80 6 731 820913 1777493972 1777494091 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.3.148 10.0.1.177 38395 443 6 2183 1744217 1777497573 1777497576 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.11 151.101.1.140 40242 3389 6 3782 2768424 1777463784 1777463844 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.194 172.16.10.76 0 0 1 4 201 1777495427 1777495428 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.178 10.0.2.186 37997 5432 6 256 211456 1777482505 1777482545 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.1.198 104.18.32.115 38463 3389 6 630 737100 1777491669 1777491757 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.81 8.8.4.4 48990 5432 6 887 1016502 1777450029 1777450076 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.8.8 10.0.2.102 53589 27017 6 1 76 1777512043 1777512045 REJECT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.51 104.18.32.115 38168 123 17 1934 324912 1777473761 1777473836 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 104.18.32.115 10.0.1.148 54226 80 6 3732 3116220 1777514395 1777514416 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.8.8 10.0.1.66 39529 443 6 2071 963015 1777468492 1777468528 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 104.18.32.115 10.0.1.18 42306 443 6 3020 2808600 1777457895 1777457903 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.1.183 10.0.2.241 55302 443 6 1620 1036800 1777484754 1777484826 ACCEPT OK
2 123456789012 eni-044f15224b680339b 45.155.205.233 10.0.1.68 55805 22 6 3 153 1777494764 1777494765 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.224 13.32.27.10 56178 443 6 4034 2698746 1777449865 1777449982 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.25 10.0.1.181 41078 123 17 562 116896 1777465763 1777465807 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.146 172.16.10.50 53199 123 17 31 7998 1777446503 1777446534 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.135 172.16.10.23 38170 5432 6 1028 872772 1777438641 1777438709 ACCEPT OK
2 123456789012 eni-044f15224b680339b 13.32.27.10 10.0.1.19 49437 80 6 55 31845 1777447340 1777447442 ACCEPT OK
2 123456789012 eni-044f15224b680339b 151.101.1.140 172.16.10.250 6878 8080 6 1 42 1777474924 1777474925 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 8.8.8.8 10.0.1.178 42822 443 6 1736 1562400 1777493328 1777493413 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.3.179 52.94.236.248 44335 3389 6 309 309618 1777455851 1777455877 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 1.1.1.1 10.0.1.21 44736 443 6 103 101146 1777485370 1777485380 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.62 10.0.2.1 0 0 1 3 169 1777496225 1777496226 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.3.90 10.0.1.113 43243 443 6 2639 2541357 1777487327 1777487376 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.3.116 172.16.10.247 42059 80 6 3616 1782688 1777512796 1777512885 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.106 10.0.1.1 49987 443 6 3868 2142872 1777437863 1777437871 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.2.40 104.18.32.115 56496 80 6 3911 2201893 1777468434 1777468435 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 151.101.1.140 10.0.1.161 48103 80 6 346 204486 1777431159 1777431180 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.176 151.101.1.140 38914 123 17 1689 407049 1777498564 1777498572 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 140.82.121.4 10.0.1.177 59271 80 6 1306 906364 1777453972 1777454087 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 10.0.1.42 10.0.1.143 51133 3306 6 4328 4881984 1777446050 1777446133 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 45.155.205.233 10.0.1.68 62019 22 6 2 56 1777494791 1777494792 REJECT OK
2 123456789012 eni-044f15224b680339b - - - - - - - 1777493496 1777494096 - NODATA
2 123456789012 eni-09599e93d26cfd9ea 185.220.101.45 10.0.1.172 54540 22 6 1 195 1777450123 1777450124 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 8.8.8.8 172.16.10.190 43658 6379 6 1 58 1777484335 1777484339 REJECT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.54 8.8.8.8 58003 53 17 2859 360234 1777493806 1777493827 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.97 10.0.2.57 40139 123 17 1863 186300 1777499954 1777499992 ACCEPT OK
2 123456789012 eni-044f15224b680339b 52.94.236.248 10.0.1.138 57660 80 6 216 184680 1777453001 1777453019 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.111 10.0.1.120 0 0 1 3 82 1777467585 1777467586 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 52.94.236.248 10.0.1.111 55200 80 6 3519 3501405 1777483613 1777483663 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 172.16.10.55 151.101.65.140 38569 5432 6 4327 4192863 1777495032 1777495135 ACCEPT OK
2 123456789012 eni-044f15224b680339b 104.18.32.115 10.0.1.210 40746 8443 6 1 58 1777433505 1777433509 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.150 10.0.1.212 47959 22 6 2583 1154601 1777482323 1777482438 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 172.16.10.138 10.0.3.68 42938 22 6 1364 1550868 1777439862 1777439978 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.8.8 10.0.1.134 33113 80 6 2350 2068000 1777499623 1777499668 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 13.32.27.10 10.0.1.142 57935 80 6 979 527681 1777432569 1777432663 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 52.94.236.248 10.0.1.239 57302 80 6 2524 1024744 1777465326 1777465416 ACCEPT OK
2 123456789012 eni-044f15224b680339b 13.32.27.10 10.0.1.88 51750 443 6 2961 2913624 1777443906 1777443968 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.182 151.101.1.140 38788 3306 6 2798 1734760 1777514030 1777514103 ACCEPT OK
2 123456789012 eni-044f15224b680339b 194.165.16.78 10.0.2.48 46200 87 6 1 44 1777437663 1777437664 REJECT OK
2 123456789012 eni-304496ab3037c7613 151.101.65.140 10.0.1.156 35652 80 6 2572 2163052 1777483782 1777483882 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 172.16.10.156 140.82.121.4 37988 53 17 1918 456484 1777515467 1777515535 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.194 1.1.1.1 46544 3389 6 3527 3117868 1777511439 1777511445 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.164 10.0.2.53 36608 22 6 2764 1622468 1777439090 1777439192 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.2.243 52.94.236.248 41857 80 6 3590 2448380 1777459956 1777460002 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 172.16.10.185 10.0.3.29 55140 3306 6 108 129276 1777468361 1777468380 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 151.101.65.140 10.0.1.216 36128 80 6 4439 3697687 1777499199 1777499239 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 52.94.236.248 10.0.1.68 52964 80 6 3219 1632033 1777502826 1777502831 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.2.110 10.0.3.172 57160 22 6 3924 2966544 1777489912 1777490031 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.29 151.101.65.140 58638 80 6 38 35530 1777453009 1777453061 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.225 10.0.1.8 38076 123 17 1672 349448 1777502678 1777502759 ACCEPT OK
2 123456789012 eni-044f15224b680339b 1.1.1.1 172.16.10.12 12835 8443 6 1 68 1777499644 1777499646 REJECT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777510627 1777511227 - SKIPDATA
2 123456789012 eni-304496ab3037c7613 52.94.236.248 10.0.1.182 53629 80 6 2722 2155824 1777512582 1777512588 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.107 8.8.4.4 47996 53 17 2772 368676 1777440881 1777440992 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.233 172.16.10.224 38274 3389 6 659 592441 1777460278 1777460322 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.164 10.0.2.131 53355 22 6 1404 720252 1777456365 1777456394 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.189 10.0.3.79 58158 53 17 3625 830125 1777473339 1777473363 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 8.8.8.8 10.0.1.90 36790 443 6 1076 1015744 1777516630 1777516648 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.81 151.101.1.140 52246 3306 6 1567 1184652 1777486108 1777486181 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 8.8.4.4 10.0.1.217 46738 80 6 4384 2906592 1777449664 1777449671 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.1.65 10.0.1.233 0 0 1 3 142 1777515104 1777515105 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.88 10.0.2.227 35909 123 17 4299 941481 1777509002 1777509109 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.1.112 10.0.1.198 51299 5432 6 3577 2203432 1777502800 1777502865 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 140.82.121.4 10.0.1.253 40174 80 6 4305 4744110 1777491803 1777491810 ACCEPT OK
2 123456789012 eni-044f15224b680339b 172.16.10.149 1.1.1.1 32848 3306 6 2341 2804518 1777487748 1777487749 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.1.26 10.0.3.187 50866 5432 6 4013 3274608 1777431520 1777431533 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.3.57 8.8.4.4 39926 3389 6 3192 1627920 1777513181 1777513195 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.1.150 8.8.8.8 32920 123 17 2015 278070 1777477134 1777477155 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.28 8.8.8.8 53980 80 6 1935 1563480 1777480157 1777480170 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad - - - - - - - 1777467261 1777467861 - SKIPDATA
2 123456789012 eni-e6206e4e04d4f9880 172.16.10.77 10.0.3.7 45304 53 17 1628 475376 1777476260 1777476323 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.8.8 10.0.1.36 57826 80 6 2701 3173675 1777490719 1777490790 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.108 10.0.2.247 57383 22 6 3 161 1777486460 1777486461 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 13.32.27.10 10.0.2.229 10786 6379 6 1 49 1777460316 1777460321 REJECT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.3.206 10.0.2.9 37344 123 17 280 34720 1777481776 1777481803 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.172 13.32.27.10 46521 123 17 441 54243 1777493361 1777493468 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.3.180 151.101.1.140 59294 5432 6 2589 2016831 1777495467 1777495496 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 140.82.121.4 10.0.3.79 51913 8080 6 1 70 1777490825 1777490830 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.90 151.101.65.140 38159 3306 6 4387 4847635 1777454361 1777454422 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777435198 1777435798 - NODATA
2 123456789012 eni-044f15224b680339b 172.16.10.98 10.0.2.75 49264 123 17 2482 568378 1777468930 1777468997 ACCEPT OK
2 123456789012 eni-044f15224b680339b 8.8.8.8 10.0.1.64 56738 80 6 3253 1672042 1777446480 1777446599 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 13.32.27.10 10.0.1.217 52086 443 6 4553 2130804 1777442545 1777442546 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 52.94.236.248 10.0.1.89 46763 80 6 2473 2265268 1777507440 1777507524 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 151.101.65.140 10.0.1.167 47393 443 6 3936 2920512 1777510486 1777510595 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 13.32.27.10 10.0.1.194 54960 443 6 600 250800 1777464059 1777464149 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 151.101.65.140 10.0.1.90 44720 80 6 3730 3043680 1777465222 1777465274 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.1.134 8.8.4.4 35271 3306 6 2807 1367009 1777447716 1777447802 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 13.32.27.10 10.0.1.154 44671 443 6 3672 3176280 1777505332 1777505366 ACCEPT OK
2 123456789012 eni-044f15224b680339b 8.8.8.8 10.0.1.3 50584 80 6 3898 3972062 1777473060 1777473120 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.239 10.0.2.99 53689 443 6 3636 2959704 1777489005 1777489029 ACCEPT OK
2 123456789012 eni-044f15224b680339b 13.32.27.10 10.0.1.100 34102 443 6 1852 1492712 1777472535 1777472600 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 8.8.4.4 10.0.1.203 55944 80 6 1514 1404992 1777440519 1777440537 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 172.16.10.31 1.1.1.1 37282 22 6 1213 1420423 1777475633 1777475744 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 151.101.65.140 10.0.1.142 52961 80 6 3310 1916490 1777469252 1777469289 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.135 10.0.2.146 38976 53 17 4575 1331325 1777435526 1777435549 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 8.8.4.4 10.0.1.131 52475 8080 6 1 74 1777445814 1777445819 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 151.101.65.140 10.0.1.105 38708 80 6 4322 3548362 1777459864 1777459959 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 - - - - - - - 1777438140 1777438740 - NODATA
2 123456789012 eni-044f15224b680339b 10.0.1.25 10.0.1.3 46727 5432 6 1397 1028192 1777499349 1777499434 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 - - - - - - - 1777515921 1777516521 - NODATA
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.126 8.8.8.8 49687 22 6 3087 1611414 1777500723 1777500815 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 - - - - - - - 1777456254 1777456854 - NODATA
2 123456789012 eni-4b50c4525e7ff86c7 10.0.3.129 10.0.2.88 44943 3306 6 1921 2105416 1777462294 1777462410 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad - - - - - - - 1777513569 1777514169 - NODATA
2 123456789012 eni-044f15224b680339b 8.8.8.8 10.0.1.37 34627 443 6 2839 2452896 1777448456 1777448460 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 8.8.8.8 10.0.1.109 50079 443 6 4533 2107845 1777441938 1777441979 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e 10.0.2.26 10.0.1.137 41502 5432 6 804 930228 1777452871 1777452948 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 52.94.236.248 10.0.1.38 37955 80 6 4078 2883146 1777498919 1777499003 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 172.16.10.169 104.18.32.115 46239 5432 6 1652 1734600 1777481435 1777481492 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 13.32.27.10 10.0.1.24 38628 443 6 1827 990234 1777494459 1777494579 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 - - - - - - - 1777480469 1777481069 - SKIPDATA
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.174 10.0.1.31 0 0 1 3 243 1777447815 1777447816 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.149 104.18.32.115 39012 3306 6 1008 849744 1777472495 1777472602 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 172.16.10.41 1.1.1.1 39010 22 6 2038 1220762 1777513099 1777513209 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 1.1.1.1 10.0.1.126 46437 80 6 234 122148 1777432975 1777433007 ACCEPT OK
2 123456789012 eni-34fd0abed59bcfbad 140.82.121.4 10.0.1.149 42796 80 6 2613 2610387 1777480190 1777480280 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 8.8.4.4 10.0.1.214 47174 443 6 3637 4222557 1777468322 1777468326 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 1.1.1.1 172.16.10.9 65446 8443 6 1 65 1777484420 1777484423 REJECT OK
2 123456789012 eni-09599e93d26cfd9ea 104.18.32.115 10.0.1.222 54411 80 6 1229 1077833 1777507263 1777507338 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 52.94.236.248 10.0.1.121 41809 80 6 44 30404 1777468603 1777468683 ACCEPT OK
2 123456789012 eni-c240636cdec8ffb07 10.0.3.56 1.1.1.1 37666 3306 6 3252 3235740 1777449960 1777449985 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.122 172.16.10.213 58658 3306 6 1308 1297536 1777506935 1777507020 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777502962 1777503562 - NODATA
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.155 151.101.65.140 59904 443 6 4916 2418672 1777466068 1777466092 ACCEPT OK
2 123456789012 eni-4b50c4525e7ff86c7 8.8.4.4 10.0.1.139 12689 8443 6 1 41 1777445180 1777445183 REJECT OK
2 123456789012 eni-044f15224b680339b 172.16.10.119 140.82.121.4 40060 22 6 3523 2850107 1777500180 1777500254 ACCEPT OK
2 123456789012 eni-044f15224b680339b 8.8.8.8 10.0.1.107 33277 80 6 4295 3393050 1777507351 1777507378 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 151.101.65.140 10.0.3.196 25612 6379 6 1 46 1777462887 1777462892 REJECT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.27 172.16.10.205 0 0 1 2 242 1777486968 1777486969 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 8.8.8.8 10.0.1.83 36341 27017 6 1 45 1777489094 1777489097 REJECT OK
2 123456789012 eni-4b50c4525e7ff86c7 172.16.10.146 151.101.65.140 59375 5432 6 3323 1990477 1777450614 1777450686 ACCEPT OK
2 123456789012 eni-044f15224b680339b 8.8.8.8 10.0.1.230 51085 80 6 1212 563580 1777471927 1777471989 ACCEPT OK
2 123456789012 eni-09599e93d26cfd9ea 10.0.2.47 10.0.1.19 41545 80 6 2133 1574154 1777436281 1777436375 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 151.101.1.140 172.16.10.15 8966 9000 6 1 66 1777441629 1777441631 REJECT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.3.165 1.1.1.1 45498 3306 6 4113 2089404 1777509801 1777509814 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 45.155.205.233 10.0.1.68 43602 22 6 1 114 1777494773 1777494774 REJECT OK
2 123456789012 eni-34fd0abed59bcfbad 10.0.2.85 10.0.2.202 59410 3389 6 2272 1245056 1777439372 1777439373 ACCEPT OK
2 123456789012 eni-99bd7a6155c10668e - - - - - - - 1777444298 1777444898 - SKIPDATA
2 123456789012 eni-09599e93d26cfd9ea 10.0.1.204 172.16.10.39 33146 80 6 4262 4185284 1777502522 1777502600 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.3.227 151.101.1.140 37645 5432 6 938 749462 1777496343 1777496460 ACCEPT OK
2 123456789012 eni-e6206e4e04d4f9880 10.0.1.118 172.16.10.183 39491 22 6 34 24412 1777449024 1777449039 ACCEPT OK
2 123456789012 eni-044f15224b680339b 10.0.1.232 151.101.1.140 45317 80 6 704 662464 1777460325 1777460358 ACCEPT OK
2 123456789012 eni-304496ab3037c7613 10.0.2.96 10.0.3.12 0 0 1 4 252 1777459819 1777459820 ACCEPT OK
